word,frequency
hack'd,5
targets,3
capacity,11
sup,20
carouses,3
day's,21
brazen,11
din,10
blast,16
city's,11
rattling,5
tabourines,1
applauding,2
reliev'd,5
shiny,1
embattle,1
to's,10
night-,3
hateful,46
poisonous,12
disponge,1
flint,26
hardness,6
powder,9
finish,10
infamous,2
master-leaver,1
[dies],15
swoons,4
raught,5
[drums,2
demurely,2
sleepers,5
recover,28
they'd,1
hills,15
adjoining,6
haven-,1
appointment,12
endeavour,17
charg'd,17
take't,11
galleys,6
vales,1
join'd,23
yond,40
swallows,4
nests,3
augurers,3
grimly,2
dejected,6
fretted,5
sea-fight],1
betrayed,7
caps,15
carouse,2
triple-turn'd,1
novice,3
reveng'd,30
charm,33
begone,3
uprise,2
spaniel'd,1
discandy,1
blossoming,2
bark'd,1
overtopp'd,1
charm-,1
beck'd,1
crownet,1
end-,5
gypsy,2
loose,61
spell,10
avaunt,17
enrag'd,10
vanish,11
blemish,9
hoist,5
shouting,5
plebeians,11
chariot,10
monster-like,1
poor'st,2
diminutives,2
doits,1
plough,6
prepared,13
fell'st,1
shirt,14
alcides,6
ancestor,5
lichas,2
grasp'd,3
heaviest,7
club,9
subdue,11
telamon,1
boar,34
thessaly,2
th'monument,1
lock,20
rive,6
'antony',1
piteously,2
behold'st,3
dragonish,1
vapour,9
tower'd,1
citadel,6
pendent,3
forked,6
blue,26
promontory,7
vesper's,1
pageants,6
dislimns,1
indistinct,2
visible,5
annex'd,1
unto't,2
moe,36
lost-,5
pack'd,6
cards,2
false-play'd,1
robb'd,20
'antony,1
tearing,6
rend'red,6
unarm,7
depart'st,1
sevenfold,2
ajax,67
continent,12
crack,31
frail,19
bruised,6
torch,30
stray,12
entangles,1
ghosts,12
dido,11
aeneas,34
haunt,17
detest,10
baseness,17
quarter'd,6
neptune's,6
cities,15
exigent,3
indeed-,2
inevitable,4
prosecution,1
horror,15
strik'st,2
defeat'st,1
darts,10
window'd,1
pleach'd,1
corrigible,2
penetrative,1
wheel'd,1
branded,4
ensued,1
useful,2
swor'st,3
precedent,21
unpurpos'd,1
[turning,1
[kills,1
bridegroom,13
into't,3
lover's,9
scholar,18
[falling,1
sword],9
learn'd,24
begun,33
diomed,34
sufficing,1
prophesying,2
saw-,1
found-,1
purg'd,5
emperor's,20
bides,4
lightly,11
events,14
proportion'd,2
darkling,3
o'erthrown,5
triumph'd,2
imperious,15
full-fortun'd,1
brooch'd,1
sting,30
conclusion,30
demuring,1
women-,3
heaviness,17
juno's,4
strong-wing'd,1
mercury,14
wishers,1
wheel,22
provok'd,10
proculeius,5
resolution,31
miserable,36
lament,26
basely,13
cowardly,17
helmet,6
countryman-,2
valiantly,5
sty,5
[antony,1
dies],5
garland,27
pole,20
remarkable,2
visiting,5
[swoons],2
milks,2
meanest,15
chares,1
sottish,1
dog,141
sirs,42
briefest,1
dolabella,8
frustrate,6
mocks,20
pauses,1
dercetas,1
haters,1
pleasest,2
lions,22
citizens,73
dens,2
hired,4
splitted,4
stain'd,24
persisted,1
taints,5
rarer,4
steer,4
humanity,11
mirror's,1
lance,15
diseases,22
bodies,50
declining,6
mate,12
kindle-,1
unreconciliable,1
equalness,1
friends-,6
meeter,2
confin'd,12
preparedly,1
forc'd,24
ungentle,12
speediest,3
gallus,1
employ'd,22
calm,35
proceeded,12
writings,2
desolation,11
paltry,11
shackles,7
bolts,5
palates,5
dug,6
beggar's,8
study,63
mean'st,9
princely,81
flows,8
dependency,3
obedience,52
caus'd,10
ascend,12
ladder,20
unbar,2
[drawing,3
dagger],1
[disarms,1
her],14
rids,2
languish,7
acted,7
beggars,25
pinion'd,2
chastis'd,2
varletry,1
censuring,1
stark-nak'd,1
water-flies,2
abhorring,2
country's,40
pyramides,1
gibbet,3
chains,12
assuredly,4
dreamt,19
heav'ns,3
lighted,11
creature-,1
bestrid,6
rear'd,6
crested,1
propertied,3
tuned,3
quail,4
orb,10
reaping,1
dolphin-like,1
element,11
walk'd,10
crownets,2
realms,7
islands,3
plates,1
dropp'd,10
drearning,1
stuff,50
vie,6
forms,26
t',27
imagine,25
condemning,2
answering,10
pursu'd,10
rebound,1
smites,2
honourable-,3
[within,21
'make,2
there-caesar,1
'],10
kneels],3
sham'd,14
extenuate,5
apply,15
intents-,2
gentle-,3
cruelty,22
bereave,5
destruction,28
thereon,8
scutcheons,1
plate,11
possess'd,31
exactly,6
valued,10
seleucus,4
treasurer,1
reserv'd,10
purchase,36
hir'd,4
soulless,1
wounding,10
vouchsafing,1
visit,59
lordliness,1
meek,8
immoment,1
toys,15
livia,2
induce,5
mediation-,1
unfolded,4
cinders,5
misthought,1
others',14
acknowledg'd,1
roll,9
merchant,28
merchants,9
cheer'd,6
prisons,4
dispose,25
[whispers,2
provided,31
intends,18
puppet,7
slaves,38
greasy,10
aprons,5
rules,8
hammers,3
uplift,2
breaths,9
enclouded,1
lictors,2
strumpets,1
scald,8
comedians,1
extemporally,2
revels,19
drunken,23
squeaking,1
posture,5
absurd,4
attires,3
chare,1
doomsday,11
wherefore's,1
rural,2
resolution's,1
plac'd,14
marble-constant,1
planet,9
basket,27
avoid,38
worm,33
biting,10
remember'st,1
yesterday,25
felt-,1
falliable,1
worm's,2
[sets,1
basket],3
trusted,11
heeded,1
whoreson,40
&c,39
longings,1
juice,8
rouse,32
warmth,6
aspic,2
vanishest,2
leave-taking,5
curled,5
asp,2
applies,2
breast],1
intrinsicate,1
untie,7
venomous,5
unpolicied,1
eastern,7
baby,14
sucks,5
balm,17
[applying,1
arm],2
stay-,1
unparallel'd,3
downy,4
phoebus,9
crown's,2
awry,7
play-,1
rushing,8
softly,25
sent-,3
[applies,1
asp],1
fitting,10
descended,14
dreaded,6
sought'st,1
augurer,2
levell'd,2
bleed,39
poison'd,13
trimming,2
diadem,13
tremblingly,1
swallow'd,7
swelling,23
aspic's,1
trail,7
fig-leaves,1
caves,8
conclusions,7
funeral,22
solemnity,12
exile,26
usurper,8
dominions,7
banished,38
frederick,8
wrestler,7
rowland,8
oliver,8
jester,8
vicar,5
shepherd,55
audrey,13
representing,1
shepherdes,1
pages,10
foresters,4
forest,74
arden,7
orchard,25
adam,21
school,25
goldenly,1
rustically,1
properly,5
unkept,1
differs,4
stalling,1
ox,11
riders,2
animals,5
dunghills,2
plentifully,3
hinds,7
mines,9
gentility,2
grieves,23
servitude,4
retires],4
employed,2
hogs,2
husks,5
prodigal,23
portion,8
nations,9
allows,4
tradition,3
albeit,15
nearer,22
reverence,43
youngest,24
begot,26
villains,45
pull'd,6
rail'd,5
[coming,9
forward],7
accord,10
train'd,9
peasant,23
obscuring,1
gentleman-like,4
exercises,5
allottery,1
'old,2
dog',2
rankness,3
holla,12
dennis,2
charles,55
importunes,4
access,23
[exit,85
wrestling,10
voluntary,12
lands,55
rosalind,46
cradles,3
robin,21
hood,6
england,264
flock,20
carelessly,5
secretly,12
orlando,25
disguis'd,15
escapes,5
limb,16
acquit,10
foil,13
intendment,3
brook,82
brother's,56
underhand,2
laboured,6
resolute,12
stubbornest,1
envious,38
emulator,1
contriver,4
entrap,5
treacherous,28
device,48
indirect,8
brotherly,3
anatomize,3
payment,13
hates,22
school'd,2
enchantingly,1
misprised,2
kindle,10
lawn,6
coz,41
celia,3
merrier,7
extraordinary,4
righteously,1
temper'd,4
rejoice,26
monster,69
earnest,39
bestowed,15
benefits,7
ill-favouredly,4
lineaments,6
flout,21
cutter-off,1
peradventure,15
perceiveth,1
whetstone,4
dullness,3
pancakes,2
mustard,9
heap,9
unmuzzle,1
chins,4
beards,13
knavery,16
pancackes,1
taxation,5
wisely,32
foolishly,5
sayest,13
silenced,2
foolery,13
beau,3
pigeons,13
news-cramm'd,1
marketable,2
bon,5
jour,2
princess,60
destinies,7
trowel,1
rank-,1
losest,3
amaze,11
beginning,20
ladyships,1
sons-,4
bills,16
necks,11
'be,6
presents'-,1
wrestled,4
ribs,17
beholders,5
weeping,68
longs,14
dotes,9
rib-breaking,1
appointed,32
forwardness,5
successfully,3
crept,17
challenger's,1
apart],12
challenger,5
challeng'd,4
adventure,25
foil'd,3
supplied,9
desirous,6
working,23
persuaded,19
mock'd,27
wrestle],1
shout],1
esteem'd,7
rowland's,4
son-,9
calling,17
adopted,6
entreaties,11
ventur'd,5
neck],1
suits,32
you',5
quintain,1
lifeless,6
block,17
overthrown,11
weights,2
urg'd,20
applause,12
misconstrues,1
humorous,12
judge,91
smaller,4
detain'd,3
sisters,28
niece,62
bounden,2
curs,14
cousins,14
lam'd,2
child's,4
working-day,2
burs,4
holiday,13
trodden,7
paths,5
petticoats,2
coat,34
hem,7
'hem',1
turning,28
ensue,15
frantic-,1
unborn,9
purgation,6
mistrust,19
likelihood,14
dukedom,24
inherited,3
remorse,30
value,28
swans,1
coupled,7
inseparable,2
subtle,34
smoothness,3
irrevocable,3
pronounce,30
outstay,1
griev'd,8
teacheth,3
sund'red,2
provoketh,1
umber,1
smirch,1
assailants,1
curtle-axe,2
thigh,12
spear,10
will-,8
swashing,1
martial,11
outside,15
mannish,3
outface,6
semblances,2
ganymede,8
aliena,6
assay'd,2
clownish,2
fittest,4
banishment,41
co-mates,1
woods,18
penalty,12
seasons',1
icy,6
fang,5
churlish,19
winter's,16
bites,11
shrink,11
'this,14
counsellors,6
feelingly,7
adversity,8
toad,17
exempt,9
books,40
brooks,8
sermons,1
stubbornness,3
venison,7
irks,3
dappled,1
burghers,2
confines,10
haunches,1
gor'd,2
usurp,21
amiens,1
oak,25
peeps,3
brawls,6
sequest'red,2
hunter's,3
animal,3
heav'd,5
discharge,33
leathern,5
bursting,1
cours'd,1
piteous,25
hairy,6
marked,3
extremest,10
verge,8
augmenting,3
moralize,5
spectacle,11
needless,11
'thou,13
worldlings,2
abandoned,2
''tis,2
right',1
'thus,13
flux,2
jumps,5
'ay,8
'sweep,1
invectively,1
pierceth,1
usurpers,2
fright,36
dwelling-place,1
contemplation,13
sobbing,2
cope,12
untreasur'd,1
roynish,1
also,38
missing,8
hisperia,1
princess',2
confesses,3
o'erheard,2
believes,4
inquisition,2
runaways,3
overcome,12
bonny,8
prizer,2
swiftly,8
comely,7
envenoms,1
lodging,26
overheard,6
butchery,3
boist'rous,8
road,20
thrifty,5
hire,18
sav'd,17
foster-nurse,1
unregarded,1
corners,8
ravens,7
providently,1
caters,1
sparrow,8
rebellious,10
liquors,2
unbashful,1
debility,1
frosty,9
meed,18
promotion,4
choke,17
prun'st,1
tree,62
blossom,11
lieu,8
wages,12
gasp,8
four-score,1
fourscore,12
doublet,25
ought,25
travellers,8
touchstone,4
corin,3
sigh'd,11
actions,31
ridiculous,16
fantasy,15
rememb'rest,3
slightest,3
hearer,5
mistress',22
abruptly,1
phebe,17
searching,6
a-night,1
jane,3
batler,1
cow's,1
dugs,4
milk'd,1
peascod,4
instead,17
cods,1
'wear,1
capers,3
ware,7
shins,4
shepherd's,14
ensman,1
betters,12
succour,15
shear,2
fleeces,1
graze,8
recks,2
hospitality,2
cote,2
flocks,4
bounds,24
sale,8
sheepcote,1
swain,22
erewhile,4
buying,1
cottage,6
faithful,34
feeder,6
greenwood,1
bird's,1
weather,33
suck,24
weasel,6
eggs,8
stanzo,1
stanzos,1
dog-apes,1
renders,4
beggarly,9
disputable,1
warble,3
[all,3
here],1
stubborn,24
ducdame,3
'ducdame',1
greek,34
invocation,4
severally,21
uncouth,3
arm's,3
mocker,4
cheerly,12
liest,45
shelter,15
outlaws,3
nowhere,4
compact,17
jars,8
musical,7
bask'd,1
terms-,1
'call,1
poke,1
lack-lustre,1
'it,6
'how,6
wags,3
ago,30
eleven,25
lungs,20
chanticleer,2
contemplative,4
sans,15
intermission,4
motley's,1
biscuit,2
voyage,22
cramm'd,7
observation,9
vents,3
galled,7
parish,10
church,67
hit,63
smart,9
bob,3
squand'ring,1
glances,3
invest,9
cleanse,2
infected,22
patiently,21
counter,5
mischievous,2
brutish,6
embossed,3
sores,9
headed,2
license,7
disgorge,3
wearer's,1
ebb,15
city-woman,1
bravery,8
taxing,2
wild-goose,3
unclaim'd,1
cock,27
bolden'd,1
despiser,1
civility,6
seem'st,5
vein,15
thorny,8
arn,2
inland,5
nurture,2
gentleness,16
commandment,15
inaccessible,1
creeping,10
bells,17
knoll'd,3
wip'd,10
engend'red,2
minist'red,4
doe,107
limp'd,1
suffic'd,3
bit,8
theatre,6
players,30
exits,2
entrances,1
seven,72
infant,23
mewling,1
puking,1
nurse's,3
whining,4
school-boy,5
satchel,1
shining,18
snail,8
unwillingly,6
sighing,11
furnace,4
eyebrow,1
bearded,4
pard,4
cannon's,1
belly,37
capon,8
lin'd,5
severe,9
saws,4
instances,7
sixth,23
slipper'd,1
pantaloon,2
spectacles,8
pouch,2
shrunk,8
shank,1
childish,11
treble,13
pipes,7
whistles,3
eventful,1
venerable,4
heigh-ho,10
holly,2
feigning,5
freeze,12
nigh,19
warp,5
rememb'red,16
whisper'd,1
effigies,1
limn'd,1
residue,1
cave,38
support,14
candle,16
twelvemonth,14
territory,2
seizure,4
push,25
extent,5
expediently,1
thrice-crowned,1
huntress',1
witness'd,3
unexpressive,1
solitary,3
plenty,16
philosophy,14
sheep,42
kindred,30
philosopher,11
ill-roasted,1
saw'st,9
damnation,14
parlous,3
mockable,1
salute,18
uncleanly,5
shepherds,11
handling,5
ewes,10
fells,2
grease,7
mutton,11
wholesome,33
sounder,3
tarr'd,1
surgery,5
tar,2
perfum'd,4
civet,4
perpend,5
tar-,1
incision,6
raw,15
labourer,1
rams,5
copulation,2
cattle,5
bawd,46
bell-wether,2
she-lamb,1
crooked-pated,1
cuckoldly,4
reasonable,19
mistress's,1
'from,2
western,10
inde,2
rosalinde,11
pictures,9
dinners,2
suppers,1
excepted,6
butter-women's,1
market,14
hart,11
slender,37
sheaf,2
cart,6
rind,2
gallop,6
infect,20
yields,17
graff,4
medlar,6
earliest,3
writing,24
unpeopled,4
sayings,5
erring,6
streching,1
span,4
violated,2
rosalinda,1
teaching,15
quintessence,2
sprite,7
wide-enlarg'd,1
distill'd,4
atalanta's,2
lucretia's,2
pulpiter,1
homily,1
wearied,6
parishioners,2
'have,4
bag,9
baggage,9
scrip,2
scrippage,1
lamely,4
wondering,4
palm-tree,1
berhym'd,1
pythagoras',1
irish,10
rat,10
trow,13
mountains,21
earthquakes,1
petitionary,2
vehemence,1
whooping,1
caparison'd,1
south,26
discovery,14
could'st,2
stammer,1
narrow-mouth'd,1
bottle-,1
cork,2
hat,36
chin,26
tripp'd,2
wrestler's,1
mocking,18
gargantua's,1
age's,3
catechism,2
freshly,8
atomies,3
resolve,33
propositions,1
relish,20
acorn,4
'holla',1
curvets,2
unseasonably,2
hunter,9
ominous,10
bring'st,3
slink,3
christen'd,1
stature,5
goldsmiths',1
conn'd,4
rings,20
cloth,13
cipher,6
signior,135
forester,6
groaning,10
detect,5
lazy,12
ambles,4
trots,4
gallops,6
trot,11
solemniz'd,4
se'nnight,1
latin,12
gout,7
gallows,20
lawyers,4
vacation,1
shepherdess,5
skirts,6
fringe,1
coney,1
kindled,9
accent,17
finer,6
dwelling,11
courtship,8
lectures,4
giddy,30
halfpence,3
fellow-fault,1
recount,13
haunts,9
carving,2
'rosalind',1
odes,1
hawthorns,1
elegies,2
brambles,2
deifying,1
fancy-monger,1
quotidian,2
love-shak'd,1
uncle's,5
marks,41
cage,7
rushes,16
unquestionable,1
ungarter'd,2
bonnet,8
unbanded,1
sleeve,20
unbutton'd,1
shoe,14
untied,2
demonstrating,1
point-device,1
accoutrements,2
apter,3
consciences,6
rhymes,10
madmen,10
punish'd,15
lunacy,5
whippers,1
curing,2
moonish,1
effeminate,7
changeable,4
fantastical,15
apish,5
smiles,47
loathe,5
forswear,28
spit,30
suitor,25
nook,2
monastic,1
sheep's,2
goats,9
features,3
capricious,1
ovid,2
goths,31
ill-inhabited,1
thatch'd,2
seconded,3
understanding,18
poetical,3
'poetical',1
poetry,10
feign,10
swear'st,4
hard-favour'd,6
sugar,14
material,5
slut,2
foulness,5
sluttishness,1
martext,3
village,5
couple,17
stagger,3
temple,40
assembly,15
horn-beasts,1
'many,2
goods,24
dowry,25
wall'd,3
town,124
bachelor,18
chapel,10
[discovering,2
himself],4
what-ye-call't,1
goddild,1
toy,19
cover'd,7
curb,15
falcon,9
bill,17
wedlock,10
nibbling,2
bush,28
wainscot,1
panel,1
timber,2
bawdry,3
but-,2
browner,3
judas's,2
chestnut,3
sanctity,7
bread,25
nun,7
sisterhood,5
religiously,7
pick-purse,3
horse-stealer,1
concave,3
covered,5
goblet,2
worm-eaten,3
downright,12
'was',1
'is',2
tapster,14
confirmer,1
reckonings,4
parentage,17
breaks,36
traverse,3
athwart,7
puny,7
tilter,2
goose,28
enquired,2
complain'd,2
sitting,27
turf,6
pageant,10
feedeth,2
executioner,13
accustom'd,3
axe,21
sterner,2
injure,1
frail'st,1
softest,3
butchers,7
murderers,12
swoon,15
impressure,3
darted,4
ever-,3
near-,1
arrows,12
[advancing],6
insult,4
exult,2
beauty-,2
pitiless,4
sale-work,1
'od's,4
tangle,4
inky,3
silk,21
bugle,3
eyeballs,7
cream,5
entame,1
foggy,4
puffing,2
properer,3
ill-favour'd,6
knees,61
fasting,13
markets,3
scoffer,1
frowning,15
falser,4
tuft,3
ply,6
'who,12
extermin'd,1
neighbourly,2
covetousness,4
irksome,3
plenteous,11
glean,4
reaps,1
scatt'red,5
carlot,1
youth-,2
heal,13
so-so,1
redness,1
mix'd,5
damask,6
mark'd,18
omittance,1
quittance,6
taunting,1
matter's,2
passing,38
abominable,15
censure,30
drunkards,6
scholar's,1
emulation,11
musician's,1
lawyer's,3
simples,5
extracted,1
sundry,7
rumination,2
wraps,1
gain'd,8
sad-,1
blank,13
lisp,3
disable,2
swam,2
gondola,2
hour's,11
shoulder,30
heart-whole,1
tardy,13
woo'd,18
head-,4
jointure,5
beholding,31
prevents,3
horn-maker,1
leer,5
gravell'd,1
orators,5
lacking-,1
warn,5
cleanliest,1
ranker,3
talking,26
videlicet,4
love-cause,1
troilus,108
dash'd,7
patterns,3
leander,4
hero,70
midsummer,3
hellespont,4
chroniclers,1
was-,4
sestos,1
eaten,19
coming-on,1
fridays,2
saturdays,1
'will,3
orlando'-,1
wing'd,5
day',1
'ever,1
december,5
barbary,11
cock-pigeon,1
clamorous,12
parrot,6
ape,21
monkey,7
fountain,17
hyen,1
inclin'd,15
waywarder,1
key-hole,1
chimney,6
'wit,1
neighbour's,4
flattering,22
pathetical,3
break-promise,1
hollow,51
chosen,21
unfaithful,1
examines,1
misus'd,2
love-prate,1
portugal,1
bottomless,3
conceiv'd,6
spleen,29
one's,8
out-,6
killed,12
deer's,2
leather,11
crest,25
forth-,2
waspish,3
tenour,16
guiltless,23
startle,3
swaggerer,1
hare,19
hunt,35
freestone-colour'd,1
verily,12
gloves,18
huswife's,1
boisterous,6
challengers,1
defies,1
giant-rude,1
ethiope,6
blacker,5
phebe's,1
phebes,1
'art,1
railing,8
godhead,3
warr'st,1
'whiles,1
vengeance,53
'if,11
mild,41
endur'd,8
snake,11
her-,7
purlieus,1
sheep-cote,2
fenc'd,1
osiers,3
description-,1
bestows,5
napkin,15
pacing,1
chewing,1
befell,3
moss'd,1
bald,17
o'ergrown,4
wreath'd,1
approach'd,3
opening,10
unlink'd,1
indented,1
glides,4
bush's,1
lioness,7
udders,1
couching,3
catlike,1
unnatural,39
suck'd,4
purpos'd,11
hurtling,1
rescu'd,6
contrive,9
conversion,2
tastes,4
recountments,1
bath'd,3
place-,2
committing,4
bled,3
fainting,9
dy'd,3
swoons],3
counterfeited,5
paler,4
homewards,1
counterfeiting,4
gentleman's,3
claim,64
flouting,3
william,53
'thank,1
'so,12
so',2
heathen,5
filling,9
ipse,2
abandon-,1
leave-,3
society-,1
boorish,1
company-,1
female-,1
woman-,6
abandon,3
perishest,1
bastinado,3
bandy,7
o'er-run,1
tremble,39
trip,14
